Name,E155-38.p
Comment,Taken from tables 1, 2, 3. Bin in Q and x guessed by us. No syst. uncert.
Reference,arXiv:hep-ex/9901006v1
Process type,G2
Number of points,22
Number of uncorr.errors,2
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,xSec,Uncorr.Err.0,Uncorr.Err.1,Th.Factor,FiducialCuts,
E155-38.p.0,100,73.668644,1.0723805294763609,1.0341145295607386,1.1106465293919832,0.022,0.019999999999999997,0.024,0.42605468024184906,0.335,0.0025126531400306985,0.022
E155-38.p.1,100,73.668644,1.1489125293076057,1.1106465293919832,1.1989560644936428,0.026,0.024,0.0325,-0.08318592803604236,0.088,0.0021030948643235093,0.026
E155-38.p.2,100,73.668644,1.2489995996796797,1.1989560644936428,1.3209192136990457,0.039,0.0325,0.0505,-0.10637374463446632,0.057,0.001569156623352835,0.039
E155-38.p.3,100,73.668644,1.3928388277184118,1.3209192136990457,1.4612723408981236,0.062,0.0505,0.0805,0.007569991800474504,0.054,0.002346216408878527,0.062
E155-38.p.4,100,73.668644,1.5297058540778354,1.4612723408981236,1.5879568086966342,0.099,0.0805,0.129,-0.030047446265645948,0.054,0.0033779881900185557,0.099
E155-38.p.5,100,73.668644,1.6462077633154328,1.5879568086966342,1.69057146030259,0.159,0.129,0.20700000000000002,-0.013717325185119573,0.056,0.0026100719006529618,0.159
E155-38.p.6,100,73.668644,1.7349351572897471,1.69057146030259,1.7688553975108707,0.255,0.20700000000000002,0.33299999999999996,0.025303663092237173,0.056,0.0016690486412535698,0.255
E155-38.p.7,100,73.668644,1.8027756377319946,1.7688553975108707,1.8192658064002882,0.411,0.33299999999999996,0.516,-0.004415559092612736,0.056,0.002428613234137691,0.411
E155-38.p.8,100,73.668644,1.835755975068582,1.8192658064002882,1.8425400879796374,0.621,0.516,0.7085,-0.10525311292773351,0.054,0.002474299703569515,0.621
E155-38.p.9,100,73.668644,1.849324200890693,1.8425400879796374,1.8561083138017485,0.796,0.7085,0.8835000000000001,-0.01609925583064492,0.042,0.0020016333975648895,0.796
E155-38.p.10,100,73.668644,1.9183326093250879,1.7774989139876318,2.059166304662544,0.072,0.055999999999999994,0.088,0.3536106210992534,0.37,0.0030727620158038744,0.072
E155-38.p.11,100,73.668644,2.2,2.059166304662544,2.3509996003196805,0.104,0.088,0.1325,-0.10775821994057622,0.064,0.003830663065744127,0.104
E155-38.p.12,100,73.668644,2.5019992006393608,2.3509996003196805,2.643838428038092,0.161,0.1325,0.20850000000000002,-0.010507885009365676,0.042,0.002731169682674954,0.161
E155-38.p.13,100,73.668644,2.7856776554368237,2.643838428038092,2.909413916528722,0.256,0.20850000000000002,0.3365,0.06393365126849426,0.039,0.0016144011351255524,0.256
E155-38.p.14,100,73.668644,3.03315017762062,2.909413916528722,3.1157936479822577,0.417,0.3365,0.521,-0.02100200758780798,0.034,0.002026490821004989,0.417
E155-38.p.15,100,73.668644,3.1984371183438953,3.1157936479822577,3.23934050585762,0.625,0.521,0.7264999999999999,-0.014124475813681796,0.026,0.0018733331032216105,0.625
E155-38.p.16,100,73.668644,3.280243893371345,3.23934050585762,3.3211472808850697,0.828,0.7264999999999999,0.9295,-0.008784608408946173,0.014,0.0012033972073620413,0.828
E155-38.p.17,100,73.668644,3.1256999216175565,2.8378743300941602,3.4135255131409528,0.168,0.12300000000000001,0.21300000000000002,0.025861639858509873,0.115,0.002653345980585259,0.168
E155-38.p.18,100,73.668644,3.7013511046643495,3.4135255131409528,4.090095119988044,0.258,0.21300000000000002,0.345,0.03311695760445172,0.07,0.0016078272849601159,0.258
E155-38.p.19,100,73.668644,4.4788391353117385,4.090095119988044,4.762314729964443,0.432,0.345,0.5375,0.03901685177157305,0.045,0.001801105445763124,0.432
E155-38.p.20,100,73.668644,5.045790324617146,4.762314729964443,5.227058618906565,0.643,0.5375,0.742,0.014066458432412332,0.02,0.0014791911828022119,0.643
E155-38.p.21,100,73.668644,5.408326913195984,5.227058618906565,5.589595207485404,0.841,0.742,0.94,0.008728726820572883,0.006,0.0008992256600785441,0.841
