Name,CMS13-08y12
Comment,CMS 13TeV 0.8<|y|<1.2 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-08y12.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,1.5,1.0,2.0,5.3403,0.12833971927563967,5.3402999999999995e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,2.5,2.0,3.0,7.1761,0.15517275209826623,7.1761e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,3.5,3.0,4.0,8.0962,0.1622681496012079,8.096199999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,4.5,4.0,5.0,8.2121,0.15565748646868863,8.212099999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,5.5,5.0,6.0,7.8929,0.14130506358142297,7.8929e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,6.5,6.0,7.0,7.4519,0.12780096984667214,7.4519e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,7.5,7.0,8.0,6.8903,0.11495051889291322,6.8903e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,8.5,8.0,9.0,6.435,0.10288321522483634,6.434999999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,9.5,9.0,10.0,5.8886,0.09194720591187096,5.8886e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,10.5,10.0,11.0,5.3966,0.08509631528450572,5.3966e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,11.5,11.0,12.0,4.9616,0.07749881289413406,4.961599999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,12.5,12.0,13.0,4.6803,0.06859112073548586,4.6803e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,13.5,13.0,14.0,4.1476,0.055396186691865336,4.1476e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,15.0,14.0,16.0,3.7455,0.047108926900853935,3.7454999999999995e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,17.0,16.0,18.0,3.2288,0.03930533756374568,3.2288e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,19.0,18.0,20.0,2.7913,0.0330562149943093,2.7913e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,21.0,20.0,22.0,2.4152,0.02796831151499854,2.4151999999999998e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,23.5,22.0,25.0,2.0517,0.02325503317026231,2.0516999999999998e-06,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-08y12.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,26.5,25.0,28.0,1.6786,0.018505276842025364,1.6786000000000001e-06,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-08y12.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,30.0,28.0,32.0,1.3848,0.01502290654300957,1.3848e-06,0.5,True,25.0,25.0,-2.4,2.4
CMS13-08y12.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,34.5,32.0,37.0,1.0655,0.011878516310970835,1.0654999999999998e-06,0.4,True,25.0,25.0,-2.4,2.4
CMS13-08y12.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,40.0,37.0,43.0,0.79612,0.009437124562068676,7.9612e-07,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-08y12.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,47.5,43.0,52.0,0.55071,0.007120327235282092,5.5071e-07,0.2222222222222222,True,25.0,25.0,-2.4,2.4
